GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - For rent,Margin of Error; Total: - For rent,"Estimate; Total: - Rented, not occupied","Margin of Error; Total: - Rented, not occupied",Estimate; Total: - For sale only,Margin of Error; Total: - For sale only,"Estimate; Total: - Sold, not occupied","Margin of Error; Total: - Sold, not occupied","Estimate; Total: - For seasonal, recreational, or occasional use","Margin of Error; Total: - For seasonal, recreational, or occasional use",Estimate; Total: - For migrant workers,Margin of Error; Total: - For migrant workers,Estimate; Total: - Other vacant,Margin of Error; Total: - Other vacant
1500000US060750610001,060750610001,"Block Group 1, Census Tract 610, San Francisco County, California",59,59,21,35,0,12,0,12,30,44,0,12,0,12,8,12
1500000US060750610002,060750610002,"Block Group 2, Census Tract 610, San Francisco County, California",18,27,0,12,0,12,18,27,0,12,0,12,0,12,0,12
1500000US060750611001,060750611001,"Block Group 1, Census Tract 611, San Francisco County, California",114,72,27,43,0,12,0,12,12,19,41,43,0,12,34,38
1500000US060750611002,060750611002,"Block Group 2, Census Tract 611, San Francisco County, California",41,46,0,12,18,29,0,12,0,12,23,36,0,12,0,12
1500000US060750611003,060750611003,"Block Group 3, Census Tract 611, San Francisco County, California",75,58,27,31,0,12,0,12,0,12,21,35,0,12,27,42
1500000US060750612001,060750612001,"Block Group 1, Census Tract 612, San Francisco County, California",57,51,0,12,0,12,0,12,0,12,0,12,0,12,57,51
1500000US060750612002,060750612002,"Block Group 2, Census Tract 612, San Francisco County, California",71,57,26,28,0,12,0,12,0,12,0,12,0,12,45,49
1500000US060750614001,060750614001,"Block Group 1, Census Tract 614, San Francisco County, California",48,79,48,79,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060750614002,060750614002,"Block Group 2, Census Tract 614, San Francisco County, California",177,132,51,83,0,12,56,87,38,46,0,12,0,12,32,35
1500000US060750614003,060750614003,"Block Group 3, Census Tract 614, San Francisco County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060750615001,060750615001,"Block Group 1, Census Tract 615, San Francisco County, California",793,369,18,30,53,64,74,71,28,46,571,366,0,12,49,51
1500000US060750615002,060750615002,"Block Group 2, Census Tract 615, San Francisco County, California",41,66,0,12,0,12,41,66,0,12,0,12,0,12,0,12
1500000US060750615003,060750615003,"Block Group 3, Census Tract 615, San Francisco County, California",270,220,0,12,0,12,0,12,0,12,229,207,0,12,41,75
1500000US060750615004,060750615004,"Block Group 4, Census Tract 615, San Francisco County, California",281,271,0,12,0,12,0,12,0,12,243,267,0,12,38,61
1500000US060750615005,060750615005,"Block Group 5, Census Tract 615, San Francisco County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060750615006,060750615006,"Block Group 6, Census Tract 615, San Francisco County, California",576,355,0,12,0,12,0,12,43,71,533,357,0,12,0,12
1500000US060759802001,060759802001,"Block Group 1, Census Tract 9802, San Francisco County, California",10,14,0,12,0,12,0,12,0,12,10,14,0,12,0,12
1500000US060759803001,060759803001,"Block Group 1, Census Tract 9803, San Francisco County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060759804011,060759804011,"Block Group 1, Census Tract 9804.01, San Francisco County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060759805011,060759805011,"Block Group 1, Census Tract 9805.01, San Francisco County, California",12,18,0,12,0,12,0,12,0,12,0,12,0,12,12,18
1500000US060759806001,060759806001,"Block Group 1, Census Tract 9806, San Francisco County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060759809001,060759809001,"Block Group 1, Census Tract 9809, San Francisco County, California",44,55,13,21,0,12,0,12,0,12,31,51,0,12,0,12
1500000US060759901000,060759901000,"Block Group 0, Census Tract 9901, San Francisco County, California",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
